"playersSeason";"playerID";"WOBA";"SLG";"BA";"ISO";"speedRatio"
2.0;"gwynnto01";0.366911737804878;0.4439;0.3515;0.0924;0.831
1.0;"henderi01";0.36325980253878704;0.3993;0.3029;0.0964;0.8045
11.0;"hernake01";0.34467676161919036;0.43;0.3086;0.1214;0.7377
3.0;"herrto01";0.2940124324324324;0.3205;0.2657;0.0548;0.8244
1.0;"hrbekke01";0.35794480968858133;0.485;0.3008;0.1842;0.7
5.0;"jonesan01";0.32873550724637685;0.4608;0.2512;0.2096;0.6115
2.0;"joynewa01";0.3279277349768875;0.4188;0.2948;0.124;0.7386
11.0;"karroer01";0.31115664335664334;0.3989;0.271;0.1279;0.7183
1.0;"kentje01";0.3270511194029851;0.4456;0.2702;0.1754;0.6642
14.0;"kingmda01";0.31232158054711245;0.4172;0.2382;0.1791;0.6738
12.0;"lansfca01";0.28914605734767024;0.3195;0.2682;0.0513;0.8603
1.0;"leeca01";0.35321539708265803;0.4843;0.3007;0.1836;0.6802
1.0;"loftoke01";0.3220520186335404;0.3646;0.2847;0.0799;0.8293
10.0;"madlobi01";0.354133140655106;0.444;0.3235;0.1205;0.7843
6.0;"martiti02";0.35605975975975973;0.4655;0.2924;0.1731;0.6954
8.0;"matthga01";0.3215709415584415;0.4186;0.2785;0.1401;0.7547
9.0;"mattido01";0.30928425196850395;0.3935;0.2879;0.1056;0.7396
10.0;"mcgeewi01";0.3014362549800797;0.3544;0.2975;0.057;0.8369
14.0;"mcgrifr01";0.3552917431192661;0.4523;0.2774;0.1749;0.7134
7.0;"molitpa01";0.32861494435612076;0.408;0.2969;0.1111;0.7602
2.0;"mondera01";0.34751267361111116;0.4963;0.2854;0.2108;0.6405
13.0;"murphda05";0.2885519623233909;0.3606;0.2282;0.1324;0.7252
13.0;"murraed02";0.3929266025641026;0.5197;0.3297;0.19;0.7228
6.0;"olerujo01";0.3472630472854641;0.4045;0.2907;0.1138;0.7203
15.0;"oneilpa01";0.3257837060702875;0.424;0.2827;0.1413;0.725
3.0;"palmera01";0.31993508771929824;0.3739;0.2755;0.0984;0.7727
11.0;"parkeda01";0.31292837209302327;0.4102;0.285;0.1252;0.7457
1.0;"pendlte01";0.25854890756302523;0.3059;0.2397;0.0662;0.8209
11.0;"phillto02";0.37466576319543515;0.3975;0.3127;0.0848;0.8079
4.0;"piazzmi01";0.41476655737704915;0.5631;0.3364;0.2267;0.7174
4.0;"ramirma02";0.4034179566563468;0.5383;0.328;0.2103;0.6413
3.0;"ramirra01";0.308576443768997;0.3682;0.2974;0.0707;0.8649
14.0;"randowi01";0.3107939393939394;0.326;0.2823;0.0437;0.871
2.0;"renteed01";0.3059031578947368;0.3424;0.2824;0.06;0.8425
7.0;"riceji01";0.3310422764227642;0.4412;0.2838;0.1574;0.7188
14.0;"riceji01";0.31898666666666675;0.4062;0.2639;0.1423;0.7188
17.0;"ripkeca01";0.31457097264437694;0.3894;0.2712;0.1181;0.7423
1.0;"rolensc01";0.36184303215926494;0.4688;0.2834;0.1854;0.6289
12.0;"sandbry01";0.33438199999999996;0.4123;0.3092;0.1031;0.7943
4.0;"saxst01";0.29468619402985075;0.3176;0.2787;0.0389;0.9044
3.0;"smithoz01";0.25019375;0.2556;0.2222;0.0333;0.87
2.0;"soriaal01";0.3127256955810147;0.4321;0.2683;0.1638;0.6429
6.0;"sosasa01";0.3560593851132686;0.5;0.2677;0.2323;0.6291
4.0;"surhobj01";0.29689200743494426;0.3723;0.2891;0.0832;0.8082
8.0;"templga01";0.2611150390625;0.3205;0.2576;0.0629;0.811
9.0;"thomafr04";0.37397677642980937;0.4712;0.3045;0.1667;0.6554
6.0;"vanslan01";0.2934398481973434;0.3697;0.2374;0.1324;0.6814
1.0;"venturo01";0.286134;0.3185;0.2495;0.069;0.813
4.0;"vizquom01";0.27678276422764225;0.2982;0.2554;0.0429;0.8741
11.0;"wallati01";0.2710798092209857;0.3345;0.2253;0.1092;0.7231
4.0;"whitede03";0.28086197604790414;0.3711;0.2453;0.1258;0.7244
7.0;"whitefr01";0.2784278632478633;0.3571;0.2643;0.0929;0.7703
12.0;"zeileto01";0.322948275862069;0.3729;0.2655;0.1073;0.7447
13.0;"abreubo01";0.3554316666666667;0.4352;0.2931;0.1421;0.7152
12.0;"berkmla01";0.4017724561403509;0.5471;0.3012;0.2459;0.619
11.0;"cabreor01";0.3060086776859504;0.3707;0.2814;0.0893;0.7742
13.0;"castilu01";0.3280720430107527;0.3457;0.3025;0.0432;0.8912
1.0;"crawfca02";0.2896323170731707;0.3619;0.281;0.081;0.8192
14.0;"delgaca01";0.3305826377295493;0.448;0.2584;0.1896;0.6115
13.0;"dyeje01";0.34318164335664336;0.4533;0.2505;0.2028;0.627
12.0;"furcara01";0.29491961904761904;0.3459;0.2642;0.0818;0.7937
12.0;"gilesbr02";0.33566124314442414;0.4161;0.2712;0.1449;0.6794
14.0;"greensh01";0.3337134020618557;0.4305;0.2915;0.139;0.6846
15.0;"guerrvl01";0.3119727427597956;0.4164;0.29;0.1263;0.7301
12.0;"heltoto01";0.38444500000000004;0.489;0.3254;0.1636;0.6836
10.0;"howarry01";0.2997828393135726;0.3796;0.2232;0.1564;0.6693
11.0;"huffau01";0.28819842931937173;0.3704;0.2457;0.1248;0.6875
15.0;"hunteto01";0.35305223367697597;0.4513;0.3127;0.1386;0.7545
19.0;"jeterde01";0.27303019169329074;0.3133;0.2565;0.0568;0.8389
16.0;"jonesch06";0.34832750865051904;0.4303;0.2643;0.166;0.6667
10.0;"kendaja01";0.3150166129032258;0.3424;0.2953;0.0471;0.8528
16.0;"konerpa01";0.29376756756756756;0.3555;0.2441;0.1113;0.7544
11.0;"leede02";0.350928201438849;0.4623;0.2905;0.1717;0.6464
9.0;"lowelmi01";0.3718947611710324;0.5008;0.3243;0.1766;0.6859
10.0;"morame01";0.2974251012145749;0.3578;0.26;0.0978;0.7607
